project,date,chip_id,run_id,well_id,well_dir,well_key,metrics_unfiltered,network_json,tm_curated,spike_times,tm_unfiltered,rejection_log,metrics_curated,has_network_json,has_metrics_curated,has_metrics_unfiltered,has_tm_curated,has_tm_unfiltered,has_spike_times,has_rejection_log,n_units_network_json,is_manual_outlier,manual_outlier_reason,group,plate_index_0based,plate_row,plate_col,plate_well,group_from_plate_col,recording_date,recording_date_str,DIV,days_since_treatment,treatment_phase,time_bin_index,time_bin_start_day,time_bin_end_day,time_bin_center_day,time_bin_label,burstlets_events_len,burstlets_count,burstlets_rate,burstlets_duration_mean,burstlets_duration_std,burstlets_duration_cv,burstlets_inter_event_interval_mean,burstlets_inter_event_interval_std,burstlets_inter_event_interval_cv,burstlets_intensity_mean,burstlets_intensity_std,burstlets_intensity_cv,burstlets_participation_mean,burstlets_participation_std,burstlets_participation_cv,burstlets_spikes_per_burst_mean,burstlets_spikes_per_burst_std,burstlets_spikes_per_burst_cv,burstlets_burst_peak_mean,burstlets_burst_peak_std,burstlets_burst_peak_cv,burstlets_peak_synchrony_mean,burstlets_peak_synchrony_std,burstlets_peak_synchrony_cv,network_bursts_events_len,network_bursts_count,network_bursts_rate,network_bursts_duration_mean,network_bursts_duration_std,network_bursts_duration_cv,network_bursts_inter_event_interval_mean,network_bursts_inter_event_interval_std,network_bursts_inter_event_interval_cv,network_bursts_intensity_mean,network_bursts_intensity_std,network_bursts_intensity_cv,network_bursts_participation_mean,network_bursts_participation_std,network_bursts_participation_cv,network_bursts_spikes_per_burst_mean,network_bursts_spikes_per_burst_std,network_bursts_spikes_per_burst_cv,network_bursts_burst_peak_mean,network_bursts_burst_peak_std,network_bursts_burst_peak_cv,network_bursts_peak_synchrony_mean,network_bursts_peak_synchrony_std,network_bursts_peak_synchrony_cv,superbursts_events_len,superbursts_count,superbursts_rate,superbursts_duration_mean,superbursts_duration_std,superbursts_duration_cv,superbursts_inter_event_interval_mean,superbursts_inter_event_interval_std,superbursts_inter_event_interval_cv,superbursts_intensity_mean,superbursts_intensity_std,superbursts_intensity_cv,superbursts_participation_mean,superbursts_participation_std,superbursts_participation_cv,superbursts_spikes_per_burst_mean,superbursts_spikes_per_burst_std,superbursts_spikes_per_burst_cv,superbursts_burst_peak_mean,superbursts_burst_peak_std,superbursts_burst_peak_cv,superbursts_peak_synchrony_mean,superbursts_peak_synchrony_std,superbursts_peak_synchrony_cv,diag_adaptive_bin_ms,diag_biological_isi_s,diag_baseline_value,diag_spread_mad,diag_participation_quorum_floor,diag_threshold_detect_1.2x,diag_threshold_merge_1.05x,diag_burstlet_merge_gap_s,diag_network_merge_gap_s,diag_merge_floor,plot_threshold,plot_baseline,recording_duration_s_plot,unit_n_rows,unit_n_unique_units,unit_firing_rate,unit_amplitude_median,unit_presence_ratio,unit_rp_contamination,unit_snr,unit_loc_x,unit_loc_y,template_n_rows,template_n_unique_units,template_peak_to_valley,template_peak_trough_ratio,template_half_width,template_repolarization_slope,template_recovery_slope,track_well_key,baseline_network_bursts_rate,baseline_network_bursts_count,baseline_network_bursts_duration_mean,baseline_network_bursts_inter_event_interval_mean,baseline_network_bursts_burst_peak_mean,baseline_n_units_network_json,baseline_unit_firing_rate,baseline_unit_amplitude_median,baseline_template_half_width,baseline_template_recovery_slope,baseline_n_network_bursts_rate,baseline_n_network_bursts_count,baseline_n_network_bursts_duration_mean,baseline_n_network_bursts_inter_event_interval_mean,baseline_n_network_bursts_burst_peak_mean,baseline_n_n_units_network_json,baseline_n_unit_firing_rate,baseline_n_unit_amplitude_median,baseline_n_template_half_width,baseline_n_template_recovery_slope,network_bursts_rate_ratio,network_bursts_count_ratio,network_bursts_duration_mean_ratio,network_bursts_inter_event_interval_mean_ratio,network_bursts_burst_peak_mean_ratio,n_units_network_json_ratio,unit_firing_rate_ratio,unit_amplitude_median_ratio,template_half_width_ratio,template_recovery_slope_ratio
CX138,260319,T003346,000004,well000,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well000,CX138|260319|T003346|000004|well000,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well000/qm_unfiltered.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well000/network_results.json,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well000/tm_curated.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well000/spike_times.npy,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well000/tm_unfiltered.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well000/rejection_log.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well000/metrics_curated.xlsx,True,True,True,True,True,True,True,77.0,False,,NPH,0,1,1,A1,NPH,2026-03-19,2026-03-19,6,-6,pre_treatment,-2,-6,-4,-5.0,D-6 to D-4,2,2.0,0.006665964518404061,0.449999999999978,0.09000000000002117,0.20000000000005685,129.84,0.0,0.0,3.933798058355225,0.5500483430170284,0.13982627853729004,0.5064935064935064,0.012987012987012964,0.0256410256410256,140.5,20.5,0.14590747330960854,483.33333333333337,16.666666666666657,0.034482758620689634,10.361601073665499,0.2130305650809916,0.020559618495873084,2,2.0,0.006665964518404061,0.449999999999978,0.09000000000002117,0.20000000000005685,129.84,0.0,0.0,3.933798058355225,0.5500483430170284,0.13982627853729004,0.5064935064935064,0.012987012987012964,0.0256410256410256,140.5,20.5,0.14590747330960854,483.33333333333337,16.666666666666657,0.034482758620689634,10.361601073665499,0.2130305650809916,0.020559618495873084,0,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.11590000000001055,1.5447981274253686,0.7308507409817715,10.0,10.0,1.6220380337966371,0.34770000000003165,1.1590000000001055,1.6220380337966371,10.0,1.5447981274253686,300.03,77,77,0.6965737901613119,-31.47125244140625,1.0,0.0,4.129650032758747,1574.999999999995,1190.0,77,77,0.00061,-0.2032203416968394,0.00024,144918.6429185834,-8364.868523738316,CX138|T003346|well000,0.028331553918527742,8.5,1.7635714285714292,35.446666666666665,947.3809523809525,72.0,1.2073569270416777,-31.47125244140625,0.000245,-7113.715526560807,2,2,2,2,2,2,2,2,2,2,0.23528411246249284,0.23529411764705882,0.2551640340218586,3.662967839006959,0.5101784367931641,1.0694444444444444,0.5769410640381958,1.0,0.979591836734694,1.175878975270521
CX138,260319,T003346,000004,well001,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well001,CX138|260319|T003346|000004|well001,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well001/qm_unfiltered.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well001/network_results.json,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well001/tm_curated.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well001/spike_times.npy,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well001/tm_unfiltered.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well001/rejection_log.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well001/metrics_curated.xlsx,True,True,True,True,True,True,True,154.0,False,,IVH-E,1,1,2,A2,IVH-E,2026-03-19,2026-03-19,6,-6,pre_treatment,-2,-6,-4,-5.0,D-6 to D-4,26,26.0,0.08665655673504759,0.5411538461538448,0.3045214015856194,0.5627261152257373,10.724400000000003,19.942545289907212,1.8595488129785542,7.82135077641609,6.089848542784437,0.7786185170402158,0.5167332667332667,0.1539298541725705,0.2978903509458542,270.2307692307692,217.7442585469879,0.8057715232310967,748.7179487179487,232.4582067447216,0.31047500215904594,16.078537576188033,5.9094654826792175,0.36753749864857166,7,7.0,0.02333061142866666,2.0914285714285654,0.8914903824724151,0.42625906265757674,44.68500000000001,17.354412263168147,0.3883722113274733,29.05073145525976,16.034657106499004,0.5519536446506877,0.5245207173778602,0.09627581011510615,0.18355006184769987,1003.7142857142857,548.0908981665917,0.546062665409357,947.6190476190477,266.5816190910172,0.28131728647795784,20.486692857849757,6.877200519473013,0.3356911028632872,3,3.0,0.009998833469428568,2.8899999999999912,0.20396078054373118,0.07057466454800408,72.18,14.849999999999973,0.2057356608478799,44.2106184125582,2.3180020574659568,0.05243088969792649,0.5725108225108224,0.03039308408344232,0.05308735291701457,1519.0,70.28987598983701,0.046273782745119826,1144.4444444444446,31.426968052735482,0.0274604575218077,25.518153761640587,0.7377448380603986,0.028910588318869362,30.0,0.20940000000000225,3.5795110974532807,1.171653741385137,10.0,10.0,3.758486652325945,0.6282000000000068,2.0940000000000225,3.758486652325945,10.0,3.5795110974532807,300.03000000000003,154,154,0.6632449006799095,-31.47125244140625,1.0,0.0,4.226926484928784,1587.297482240538,1022.7735368900326,154,154,0.00058,-0.19535576994179715,0.00024,143878.70923176536,-7732.7348487689005,CX138|T003346|well001,0.06666662565751183,20.0,2.1120000000000028,14.38657894736842,1625.8333333333335,107.0,1.4698511508042298,-29.11090850830078,0.00025,-7417.800148484543,2,2,2,2,2,2,2,2,2,2,0.34995938670308,0.35,0.9902597402597361,3.106019865005763,0.582851285055283,1.439252336448598,0.4512326981660794,1.0810810810810811,0.96,1.0424566170536016
CX138,260319,T003346,000004,well002,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well002,CX138|260319|T003346|000004|well002,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well002/qm_unfiltered.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well002/network_results.json,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well002/tm_curated.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well002/spike_times.npy,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well002/tm_unfiltered.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well002/rejection_log.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well002/metrics_curated.xlsx,True,True,True,True,True,True,True,126.0,False,,IVH-L,2,1,3,A3,IVH-L,2026-03-19,2026-03-19,6,-6,pre_treatment,-2,-6,-4,-5.0,D-6 to D-4,18,18.0,0.0600053404753023,0.6700000000000013,0.408533964316308,0.6097521855467272,12.746470588235292,23.02532134058871,1.8064075997508338,10.283315083574635,4.532504584459019,0.440762978438608,0.6415343915343914,0.12515911879146827,0.19509338929144335,358.05555555555554,159.8858871620014,0.44653932799317697,900.0000000000001,168.14162167135063,0.18682402407927845,20.40782809847989,3.947054391474443,0.19340884156939983,5,5.0,0.01666815013202842,2.412000000000005,0.2830830266900501,0.11736443892622285,53.827499999999986,13.351202895245043,0.24803683795912956,37.019934300868684,0.3544870729421142,0.009575572718771574,0.648015873015873,0.036715345196311255,0.05665809546522006,1289.0,15.786069808536892,0.01224675702756935,1046.6666666666667,58.11865258054232,0.055527375076951255,23.689796527973503,1.6883305073764863,0.07126825700604324,2,2.0,0.006667260052811367,2.7149999999999963,0.1950000000000145,0.07182320441989494,158.51999999999998,0.0,0.0,37.02206817714605,0.46847679425701116,0.01265398767068893,0.650462962962963,0.02943121693121692,0.04524656837824095,1283.0,20.0,0.01558846453624318,1000.0,66.66666666666669,0.06666666666666668,22.60751460363928,0.7257920226231906,0.03210401653379249,30.0,0.17620000000000502,2.5497151845228974,1.1098284303828632,10.0,10.0,2.6772009437490425,0.5286000000000151,1.7620000000000502,2.6772009437490425,10.0,2.5497151845228974,299.97,126,126,0.6365817890947875,-31.47125244140625,1.0,0.0,4.194732990413149,1361.1200976101245,1093.7499999999925,126,126,0.00059,-0.1975527907824104,0.00024,144038.34650927765,-7613.157116268865,CX138|T003346|well002,0.05833426664432208,17.5,1.5697500000000018,17.45458646616541,1548.611111111111,87.5,1.2040218164045147,-31.47125244140625,0.00025,-8142.88311327808,2,2,2,2,2,2,2,2,2,2,0.2857351448961912,0.2857142857142857,1.5365504061156248,3.083859941588483,0.6758744394618834,1.44,0.5287128359482445,1.0,0.96,0.9349461376713827
CX138,260319,T003346,000004,well003,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well003,CX138|260319|T003346|000004|well003,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well003/qm_unfiltered.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well003/network_results.json,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well003/tm_curated.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well003/spike_times.npy,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well003/tm_unfiltered.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well003/rejection_log.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well003/metrics_curated.xlsx,True,True,True,True,True,True,True,135.0,False,,CT,3,1,4,A4,CT,2026-03-19,2026-03-19,6,-6,pre_treatment,-2,-6,-4,-5.0,D-6 to D-4,24,24.0,0.08001096150172572,0.5737499999999983,0.36714906713758827,0.6399112281265174,10.955217391304346,21.42145346214869,1.9553654388594672,8.71704163337141,5.365171649488358,0.6154807875356355,0.5296296296296296,0.12630661411096247,0.23848101965006904,304.75,190.89029353706454,0.6263832437639525,829.1666666666666,298.50127178834475,0.36000153381508915,18.522772458525672,6.643357116824622,0.35865889578354204,6,6.0,0.02000274037543143,2.2949999999999933,1.2820393909704824,0.55862282830958,50.39399999999999,16.18888952337374,0.3212463690791313,34.86816653348564,21.499520098220014,0.616594511144512,0.5018930041152263,0.05755146607696383,0.1146687951517072,1219.0,752.914780480943,0.6176495327981485,972.2222222222223,318.2222998137708,0.3273143655227357,20.457302715554285,7.099712881217009,0.347050292012294,4,4.0,0.013335160250287621,3.1949999999999843,0.16224980739586975,0.050782412330475916,69.61,20.80143745033022,0.29882829263511307,50.029894269911665,1.8134930148278487,0.0362481880342189,0.5398765432098765,0.009189863404417967,0.017022157232057064,1750.25,56.62320637335897,0.03235149628530722,1191.6666666666667,72.16878364870321,0.06056121704786283,25.437805156392848,1.059966952242844,0.041668962621818836,30.0,0.13299999999999912,2.8677440372427383,1.1787114027857637,10.0,10.0,3.0111312391048752,0.39899999999999736,1.3299999999999912,3.0111312391048752,10.0,2.8677440372427383,299.93999999999994,135,135,0.589921343820824,-31.47125244140625,1.0,0.0,4.2402904884768,1680.0,1172.499999999986,135,135,0.00057,-0.1841824205665077,0.00024,149885.6819954046,-7403.870083787747,CX138|T003346|well003,0.054995321442117176,16.5,1.92605769230769,18.245526315789473,928.4615384615383,78.0,1.7756627121656448,-33.04481506347656,0.000255,-8281.795272637617,2,2,2,2,2,2,2,2,2,2,0.36371712812851553,0.36363636363636365,1.1915530927063032,2.761992124962139,1.0471324680106786,1.7307692307692308,0.33222601329581364,0.9523809523809523,0.9411764705882353,0.89399337221599
CX138,260319,T003346,000004,well004,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well004,CX138|260319|T003346|000004|well004,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well004/qm_unfiltered.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well004/network_results.json,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well004/tm_curated.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well004/spike_times.npy,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well004/tm_unfiltered.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well004/rejection_log.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well004/metrics_curated.xlsx,True,True,True,True,True,True,True,106.0,False,,20uM,4,1,5,A5,20uM,2026-03-19,2026-03-19,6,-6,pre_treatment,-2,-6,-4,-5.0,D-6 to D-4,23,23.0,0.07665997169580524,0.507391304347825,0.3045198271734975,0.6001676113959261,9.831818181818182,20.026157130650102,2.036872200066122,5.991267371873994,2.997489130882336,0.500309691561096,0.5619360131255128,0.10322496815883092,0.18369523530746698,213.34782608695653,110.62769866839592,0.5185321111418598,686.9565217391304,115.77887070580437,0.1685388624198418,14.32877672326783,2.310476314227211,0.16124728292229837,5,5.0,0.01666521123821853,2.3339999999999947,0.49962385851757724,0.21406334983615183,53.67750000000001,4.363550016901373,0.08129197553726183,27.55982991062038,3.1142690552336476,0.11300030026794691,0.5658805031446541,0.023688660668731633,0.041861595402370985,981.4,102.72020249201225,0.10466700885674776,840.0,87.93937305515279,0.10468972982756283,16.987435792003573,1.8313168962113804,0.10780419826948978,2,2.0,0.006666084495287413,2.864999999999988,0.19499999999998607,0.06806282722512631,51.90000000000002,0.0,0.0,30.73345240212403,1.0841780883237444,0.035276807634173096,0.5625786163522013,0.018553459119496907,0.03297931805477929,1085.0,37.0,0.034101382488479264,816.6666666666667,16.666666666666686,0.020408163265306145,15.925864330363499,0.41952497139742206,0.026342367528371796,30.0,0.2027999999999963,1.9835541768638594,0.8753713713046385,10.0,10.0,2.0827318857070525,0.6083999999999888,2.0279999999999627,2.0827318857070525,10.0,1.9835541768638594,300.0,106,106,0.4882682309025464,-31.47125244140625,1.0,0.0,4.158723816124661,2339.9902620216662,949.936567271823,106,106,0.000595,-0.19270442689850026,0.00024,150840.9918225411,-7765.586433494987,CX138|T003346|well004,0.05666143087602807,17.0,1.358020833333334,17.07394117647059,786.5740740740741,88.0,1.364838265351462,-31.47125244140625,0.00025,-8016.219474518197,2,2,2,2,2,2,2,2,2,2,0.2941191385491314,0.29411764705882354,1.7186776098795689,3.1438259886927793,1.0679223072395525,1.2045454545454546,0.3577480521304197,1.0,0.96,0.96873425910806
CX138,260319,T003346,000004,well005,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well005,CX138|260319|T003346|000004|well005,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well005/qm_unfiltered.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well005/network_results.json,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well005/tm_curated.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well005/spike_times.npy,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well005/tm_unfiltered.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well005/rejection_log.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well005/metrics_curated.xlsx,True,True,True,True,True,True,True,94.0,False,,10uM,5,1,6,A6,10uM,2026-03-19,2026-03-19,6,-6,pre_treatment,-2,-6,-4,-5.0,D-6 to D-4,75,75.0,0.2500173345351944,0.3948000000000021,0.15155513848101676,0.3838782636297263,4.002162162162161,6.609269753641931,1.6514247763692025,4.653995061234533,1.6483377710091889,0.3541769489054734,0.5374468085106382,0.07681921695092363,0.1429336182380606,160.21333333333334,58.254222927517354,0.36360408784652143,576.0,86.67692247010672,0.1504807681772686,12.752245398443653,1.6845555945090926,0.1320987435447787,19,19.0,0.06333772474891593,1.567894736842111,0.31746659911122466,0.2024795361904413,16.41333333333333,3.186077351366235,0.1941151920003799,18.371033136452105,3.8790090335861303,0.2111481158830059,0.5393710339678985,0.0358383003670827,0.06644461439361549,632.421052631579,133.258085876706,0.21071102127641592,654.3859649122808,92.534505222741,0.14140661656022083,14.213940898924259,1.5828006869695812,0.11135551345154185,0,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.10849999999999226,2.6020725917541334,1.1320838957064043,10.0,10.0,2.7321762213418403,0.32549999999997675,1.0849999999999225,2.7321762213418403,10.0,2.6020725917541334,299.96999999999997,94,94,0.8682175709905346,-31.47125244140625,1.0,0.0,4.095785531844966,1513.6762219471684,936.2499999999948,94,94,0.00061,-0.1908836795937914,0.00024,146388.2165610118,-7408.147321317483,CX138|T003346|well005,0.051662119724685415,15.5,2.4202310924369774,19.946754807692308,1319.2577030812326,96.5,1.0598484848484848,-31.47125244140625,0.00026,-8451.948631660858,2,2,2,2,2,2,2,2,2,2,1.2259993412281847,1.2258064516129032,0.6478285242023594,0.8228573264962208,0.49602588136033593,0.9740932642487047,0.8191902742726989,1.0,0.9230769230769231,0.8765016973206259
CX138,260319,T003346,000004,well006,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well006,CX138|260319|T003346|000004|well006,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well006/qm_unfiltered.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well006/network_results.json,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well006/tm_curated.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well006/spike_times.npy,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well006/tm_unfiltered.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well006/rejection_log.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well006/metrics_curated.xlsx,True,True,True,True,True,True,True,94.0,False,,NPH,6,2,1,B1,NPH,2026-03-19,2026-03-19,6,-6,pre_treatment,-2,-6,-4,-5.0,D-6 to D-4,1,1.0,0.003334154646761319,0.8400000000000034,0.0,0.0,0.0,0.0,0.0,8.793355542933398,0.0,0.0,0.7978723404255319,0.0,0.0,324.0,0.0,0.0,800.0,0.0,0.0,17.173570903567242,0.0,0.0,1,1.0,0.003334154646761319,0.8400000000000034,0.0,0.0,0.0,0.0,0.0,8.793355542933398,0.0,0.0,0.7978723404255319,0.0,0.0,324.0,0.0,0.0,800.0,0.0,0.0,17.173570903567242,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.3064000000000107,1.722209150358887,0.4385784673778734,10.0,10.0,1.8083196078768313,0.9192000000000322,3.064000000000107,1.8083196078768313,10.0,1.722209150358887,299.90999999999997,94,94,0.4716037861618452,-31.47125244140625,1.0,0.0,4.313187031021426,1860.8642837008824,1036.756922802354,94,94,0.00064,-0.2032854873115839,0.000245,145027.55687520257,-8351.10514374174,CX138|T003346|well006,0.03500252688098203,10.5,1.7104166666666707,28.164715909090916,675.462962962963,51.5,1.214922676976403,-29.897689819335938,0.000255,-8252.690063469545,2,2,2,2,2,2,2,2,2,2,0.0952546842717481,0.09523809523809523,0.4911084043848973,0.0,1.1843728581220012,1.825242718446602,0.3881759679846728,1.0526315789473684,0.9607843137254901,1.011925212205391
CX138,260319,T003346,000004,well007,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well007,CX138|260319|T003346|000004|well007,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well007/qm_unfiltered.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well007/network_results.json,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well007/tm_curated.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well007/spike_times.npy,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well007/tm_unfiltered.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well007/rejection_log.xlsx,/mnt/benshalom-nas/analysis/Sadegh/CX138/CX138/260319/T003346/Network/000004/well007/metrics_curated.xlsx,True,True,True,True,True,True,True,69.0,False,,IVH-E,7,2,2,B2,IVH-E,2026-03-19,2026-03-19,6,-6,pre_treatment,-2,-6,-4,-5.0,D-6 to D-4,4,4.0,0.013333933360334546,0.4275000000000002,0.22487496525846717,0.5260233105461218,48.94999999999999,34.78096318390276,0.7105406166272272,3.765516453518121,1.4922258842221754,0.3962871767106446,0.5471014492753623,0.08955947169788604,0.1636981072093811,135.25,52.427926718496124,0.3876371661256645,491.66666666666674,43.30127018922195,0.08807038004587514,10.349133176482397,0.1718271514424151,0.016603047667110803,3,3.0,0.01000045002025091,0.6300000000000002,0.23366642891095027,0.3708990935094447,73.42499999999998,7.274999999999999,0.09908069458631256,5.020688604690828,1.4399082411614321,0.286794970677155,0.5579710144927537,0.09953332259921019,0.17838439634663644,180.33333333333334,49.5737385674669,0.27490058355342084,500.00000000000006,47.14045207910319,0.09428090415820638,10.43392879011986,0.10298013851452831,0.009869737525144192,0,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.1546000000000021,1.3064053265131075,0.542885301460877,10.0,10.0,1.3717255928387628,0.4638000000000063,1.546000000000021,1.3717255928387628,10.0,1.3064053265131075,299.9699999999999,69,69,0.5132648980135982,-31.47125244140625,1.0,0.0,4.016280141393515,1802.5,1119.999999999995,69,69,0.00065,-0.1999769646349558,0.00026,132003.4487246598,-7763.50810608397,CX138|T003346|well007,0.03333434875271987,10.0,2.754065934065931,29.11625,3204.395604395605,147.0,1.086614451406479,-31.47125244140625,0.00028,-9127.875984480754,2,2,2,2,2,2,2,2,2,2,0.3000043617001798,0.3,0.22875269332056533,2.5217876615292143,0.15603566529492455,0.46938775510204084,0.47235235768238176,1.0,0.9285714285714286,0.8505273427556984
